Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
WingGeom,238.847268,118.480635,57.628719,28.797012
WingGeom,16.985440,16.069752,1.168959,1.114071
WingGeom,16.985440,0.000000,1.168959,0.000000
Totals,272.818149,134.550386,59.966637,29.911083

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
WingGeom_Surf0,119.423634,118.480635
WingGeom_Surf1,119.423634,0.000000
WingGeom_Surf0,16.985440,16.069752
WingGeom_Surf1,16.985440,0.000000
_Surf0,0.000000,0.000000
